r,m,p_A,p_B,m_A,m_B
1.1240009999999871,0.00557873133910376,0.0005812102562128276,0.0,0.00557873133910376,0.0
1.125000999999987,0.005593579292913173,0.0005811815696889964,0.0,0.005593579292913173,0.0
1.126000999999987,0.005608453422673862,0.0005811528587531054,0.0,0.005608453422673862,0.0
1.1270009999999868,0.005623353750795217,0.000581124123408027,0.0,0.005623353750795217,0.0
1.1280009999999867,0.00563828029968439,0.000581095363656636,0.0,0.00563828029968439,0.0
1.1290009999999866,0.005653233091746293,0.0005810665795018094,0.0,0.005653233091746293,0.0
1.1300009999999865,0.005668212149383599,0.0005810377709464267,0.0,0.005668212149383599,0.0
1.1310009999999864,0.0056832174949967345,0.0005810089379933697,0.0,0.0056832174949967345,0.0
1.1320009999999863,0.005698249150983883,0.0005809800806455222,0.0,0.005698249150983883,0.0
1.1330009999999862,0.005713307139740983,0.0005809511989057707,0.0,0.005713307139740983,0.0
1.134000999999986,0.00572839148366172,0.0005809222927770037,0.0,0.00572839148366172,0.0
1.135000999999986,0.005743502205137534,0.0005808933622621121,0.0,0.005743502205137534,0.0
1.1360009999999858,0.00575863932655761,0.0005808644073639892,0.0,0.00575863932655761,0.0
1.1370009999999857,0.005773802870308881,0.0005808354280855304,0.0,0.005773802870308881,0.0
1.1380009999999856,0.005788992858776023,0.0005808064244296335,0.0,0.005788992858776023,0.0
1.1390009999999855,0.005804209314341456,0.0005807773963991987,0.0,0.005804209314341456,0.0
1.1400009999999854,0.00581945225938534,0.0005807483439971284,0.0,0.00581945225938534,0.0
1.1410009999999853,0.0058347217162855744,0.0005807192672263272,0.0,0.0058347217162855744,0.0
1.1420009999999852,0.005850017707417797,0.0005806901660897021,0.0,0.005850017707417797,0.0
1.143000999999985,0.00586534025515538,0.0005806610405901625,0.0,0.00586534025515538,0.0
1.144000999999985,0.00588068938186943,0.0005806318907306199,0.0,0.00588068938186943,0.0
1.1450009999999848,0.0058960651099287855,0.0005806027165139882,0.0,0.0058960651099287855,0.0
1.1460009999999847,0.005911467461700016,0.0005805735179431835,0.0,0.005911467461700016,0.0
1.1470009999999846,0.005926896459547419,0.0005805442950211243,0.0,0.005926896459547419,0.0
1.1480009999999845,0.00594235212583302,0.0005805150477507314,0.0,0.00594235212583302,0.0
1.1490009999999844,0.005957834482916567,0.0005804857761349279,0.0,0.005957834482916567,0.0
